Measure Mode: wall_time
Thread ID: 20079756
Fiber ID: 19903176
Total: 3.790256
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.01      0.283     0.000     0.000     0.282     6004   ActiveSupport::Notifications::Fanout::Subscribers::Evented#finish
  0.01      0.002     0.000     0.000     0.002     3006   LoggerSilence#level
  0.01      0.033     0.000     0.000     0.033     1000   ActiveRecord::Scoping::Default::ClassMethods#unscoped
  0.01      0.000     0.000     0.000     0.000    25000   Kernel#kind_of?
  0.01      1.992     0.000     0.000     1.991     1000   ActiveRecord::Base#_run_create_callbacks
  0.01      0.018     0.000     0.000     0.017     3000   ActiveRecord::Type::Numeric#type_cast
  0.01      0.233     0.000     0.000     0.232     5000   ActiveRecord::AttributeMethods::Dirty#old_attribute_value
  0.01      2.412     0.000     0.000     2.412     5004  *ActiveSupport::Callbacks#__run_callbacks__
  0.01      0.000     0.000     0.000     0.000     1000   Arel::Nodes::Values#initialize
  0.01      0.000     0.000     0.000     0.000     4002   Array#first
  0.01      0.297     0.000     0.000     0.296     2000   ActiveSupport::TimeWithZone#respond_to_missing?
  0.01      0.000     0.000     0.000     0.000     2000   ActiveRecord::ConnectionAdapters::Quoting#types_which_need_no_typecasting
  0.01      0.002     0.000     0.000     0.001     1000   ActiveRecord::Base#_initialize_callbacks
  0.01      0.000     0.000     0.000     0.000     9000   ActiveRecord::Type::Value#changed_in_place?
  0.01      0.016     0.000     0.000     0.016     2000   <Class::Time>#find_zone!
  0.01      0.128     0.000     0.000     0.128     2000   TZInfo::TimezonePeriod#to_local
  0.01      0.000     0.000     0.000     0.000     1000   ActiveRecord::QueryMethods#having_values
  0.01      0.769     0.000     0.000     0.768     3002   ActiveRecord::ConnectionAdapters::AbstractAdapter#log
  0.01      0.000     0.000     0.000     0.000     1000   Hash#assert_valid_keys

* indicates recursively called methods
